,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
2010,ghana,2019,17.736,0.11,0.59,16885.0,13108.0,430.9,5132.0,1656.0,7508.0,44.47,30417858
2011,ghana,2018,17.559,0.11,0.6,14314.0,11310.0,382.7,5132.0,1656.0,6007.0,41.97,29555000
2012,ghana,2017,16.182,0.11,0.56,12776.0,10908.0,376.9,4638.0,1632.0,5605.0,43.87,28940000
2013,ghana,2016,15.114,0.11,0.54,11394.0,10090.0,356.2,4029.0,1627.0,5551.0,48.72,28324000
2014,ghana,2015,15.938,0.12,0.58,11178.0,8405.0,303.4,3886.0,1623.0,5809.0,51.97,27707000
2015,ghana,2014,15.223,0.12,0.56,12633.0,9249.0,341.4,3051.0,1593.0,8326.0,65.91,27092000
2016,ghana,2013,15.624,0.13,0.59,12527.0,9271.0,350.1,3048.0,1590.0,8170.0,65.22,26479000
2017,ghana,2012,14.744,0.13,0.57,11722.0,8632.0,333.7,2945.0,1215.0,8006.0,68.3,25867000
2018,ghana,2011,12.317,0.12,0.49,10922.0,7669.0,303.6,2810.0,1190.0,7501.0,68.68,25261000
2019,ghana,2010,11.388,0.12,0.46,9923.0,6690.0,271.3,2608.0,1188.0,6942.0,69.96,24659000
2020,ghana,2009,10.095,0.12,0.42,8780.0,6109.0,260.9,2437.0,1187.0,6824.0,77.72,23417000
2021,ghana,2008,8.665,0.11,0.37,8149.0,5982.0,261.2,2223.0,1187.0,6149.0,75.45,22901000
2022,ghana,2007,9.267,0.12,0.41,6756.0,5319.0,237.6,1939.0,1184.0,3700.0,54.77,22388000
2023,ghana,2006,8.776,0.12,0.4,8214.0,6346.0,290.1,1734.0,1184.0,5573.0,67.84,21876000
2024,ghana,2005,7.241,0.11,0.34,6676.0,5184.0,242.6,1754.0,1204.0,5587.0,83.68,21367000
2025,ghana,2004,6.85,0.11,0.33,5878.0,4490.0,215.3,1754.0,1204.0,5242.0,89.17,20859000
2026,ghana,2003,7.327,0.12,0.36,5726.0,4476.0,219.7,1766.0,1186.0,3860.0,67.41,20371000
2027,ghana,2002,7.796,0.14,0.39,7107.0,5973.0,300.4,1578.0,1188.0,5000.0,70.35,19883000
2028,ghana,2001,6.616,0.12,0.34,7733.0,6470.0,333.6,1303.0,1078.0,6557.0,84.79,19397000
2029,ghana,2000,6.125,0.12,0.32,7134.0,5979.0,316.2,1170.0,1078.0,6558.0,91.92,18912000
2030,ghana,1999,6.896,0.14,0.37,5828.0,5683.0,323.8,1164.0,1072.0,5117.0,87.8,17550000
2031,ghana,1998,6.321,0.13,0.35,4725.0,5097.0,297.7,1164.0,1072.0,3792.0,80.25,17121000
2032,ghana,1997,4.668,0.1,0.27,6816.0,6262.0,374.9,1187.0,1072.0,6782.0,99.5,16703000
2033,ghana,1996,4.438,0.1,0.26,6585.0,6113.0,375.1,1187.0,1072.0,6559.0,99.61,16297000
2034,ghana,1995,4.092,0.1,0.24,6054.0,5625.0,353.7,1187.0,1072.0,6036.0,99.7,15902000
2035,ghana,1994,3.81,0.09,0.23,6059.0,5593.0,360.4,1187.0,1072.0,6033.0,99.57,15520000
2036,ghana,1993,3.581,0.09,0.23,6249.0,5830.0,384.8,1187.0,1072.0,6228.0,99.66,15150000
2037,ghana,1992,3.471,0.09,0.22,6575.0,6077.0,410.9,1187.0,1072.0,6536.0,99.41,14791000
2038,ghana,1991,2.948,0.08,0.2,6116.0,5710.0,395.4,1187.0,1072.0,6075.0,99.33,14443000
2039,ghana,1990,3.177,0.09,0.22,5707.0,5336.0,378.3,1187.0,1072.0,5664.0,99.25,14106000
2051,madagascar,2019,4.687,0.11,0.17,1851.0,1720.0,63.8,694.0,198.0,765.0,41.3,26969306
2052,madagascar,2018,4.86,0.12,0.19,2272.0,2142.0,81.6,693.0,197.0,1003.0,44.14,26262313
2053,madagascar,2017,4.616,0.11,0.18,2217.0,2089.0,81.7,673.0,177.0,830.0,37.45,25570511
2054,madagascar,2016,4.791,0.12,0.19,2024.0,1872.0,75.2,541.0,175.0,921.0,45.48,24894370
2055,madagascar,2015,4.414,0.12,0.18,2052.0,1909.0,78.8,552.0,173.0,958.0,46.69,24234080
2056,madagascar,2014,4.241,0.12,0.18,1970.0,1832.0,77.7,550.0,171.0,908.0,46.08,23589897
2057,madagascar,2013,4.345,0.12,0.19,1856.0,1726.0,75.2,548.0,169.0,827.0,44.58,22961259
2058,madagascar,2012,3.878,0.11,0.17,1701.0,1582.0,70.8,546.0,167.0,768.0,45.14,22346641
2059,madagascar,2011,3.102,0.09,0.14,1348.0,1254.0,57.7,479.0,134.0,702.0,52.03,21743970
2060,madagascar,2010,2.574,0.08,0.12,1329.0,1236.0,58.5,479.0,134.0,719.0,54.12,21152000
2061,madagascar,2009,2.109,0.06,0.1,1235.0,1149.0,55.8,431.0,149.0,734.0,59.43,20569000
2062,madagascar,2008,2.44,0.07,0.12,1232.0,1146.0,57.3,431.0,149.0,692.0,56.17,19996000
2063,madagascar,2007,2.268,0.07,0.12,1184.0,1101.0,56.7,348.0,105.0,712.0,60.14,19434000
2064,madagascar,2006,2.199,0.07,0.12,1134.0,1055.0,55.9,339.0,104.0,631.0,55.64,18880000
2065,madagascar,2005,2.234,0.08,0.12,1111.0,1033.0,56.4,303.0,106.0,641.0,57.7,18337000
2066,madagascar,2004,2.222,0.08,0.12,1100.0,1023.0,57.5,272.0,105.0,634.0,57.64,17803000
2067,madagascar,2003,2.03,0.08,0.12,990.0,921.0,53.3,247.0,105.0,604.0,61.01,17279000
2068,madagascar,2002,1.52,0.06,0.09,866.0,805.0,48.0,228.0,106.0,535.0,61.78,16765000
2069,madagascar,2001,2.037,0.08,0.13,886.0,824.0,50.7,226.0,104.0,528.0,59.59,16261000
2070,madagascar,2000,2.064,0.08,0.13,780.0,725.0,46.0,227.0,105.0,540.0,69.23,15767000
2071,madagascar,1999,1.222,0.05,0.08,777.0,723.0,47.3,227.0,105.0,515.0,66.28,15283000
2072,madagascar,1998,1.196,0.05,0.08,750.0,698.0,47.1,227.0,105.0,500.0,66.67,14809000
2073,madagascar,1997,1.211,0.05,0.08,695.0,646.0,45.1,227.0,105.0,450.0,64.75,14348000
2074,madagascar,1996,1.126,0.05,0.08,664.0,618.0,44.4,227.0,105.0,421.0,63.4,13903000
2075,madagascar,1995,1.091,0.05,0.08,609.0,566.0,42.0,228.0,106.0,369.0,60.59,13475000
2076,madagascar,1994,1.023,0.05,0.08,584.0,543.0,41.6,220.0,106.0,347.0,59.42,13067000
2077,madagascar,1993,0.946,0.05,0.07,581.0,540.0,42.6,220.0,106.0,344.0,59.21,12675000
2078,madagascar,1992,0.933,0.05,0.08,580.0,539.0,43.9,220.0,106.0,342.0,58.97,12301000
2079,madagascar,1991,0.941,0.05,0.08,568.0,528.0,44.2,220.0,106.0,332.0,58.45,11943000
2080,madagascar,1990,0.757,0.04,0.07,574.0,534.0,46.0,220.0,106.0,338.0,58.89,11599000
2092,cameroon,2019,9.836,0.1,0.39,8395.0,6550.0,253.1,1724.0,806.0,5400.0,64.33,25876000
2093,cameroon,2018,10.354,0.11,0.42,8321.0,6535.0,259.2,1682.0,764.0,5032.0,60.47,25216000
2094,cameroon,2017,9.966,0.11,0.41,7871.0,6099.0,248.3,2037.0,772.0,5093.0,64.71,24566000
2095,cameroon,2016,9.905,0.12,0.42,6959.0,5282.0,220.7,1941.0,741.0,4378.0,62.92,23927000
2096,cameroon,2015,9.195,0.11,0.4,7727.0,6082.0,261.0,1906.0,739.0,4360.0,56.43,23298000
2097,cameroon,2014,8.741,0.11,0.39,6734.0,5349.0,235.8,1836.0,727.0,4408.0,65.46,22682000
2098,cameroon,2013,8.016,0.11,0.37,6225.0,5100.0,231.0,1619.0,725.0,4402.0,70.72,22077000
2099,cameroon,2012,7.313,0.11,0.35,5376.0,4899.0,228.0,1344.0,724.0,4281.0,79.65,21485000
2100,cameroon,2011,7.259,0.11,0.35,5792.0,4701.0,224.9,1289.0,721.0,4417.0,76.26,20906000
2101,cameroon,2010,7.69,0.12,0.39,5763.0,5183.0,254.8,1008.0,720.0,4277.0,74.23,20341000
2102,cameroon,2009,7.544,0.12,0.39,5641.0,5101.0,257.8,1023.0,720.0,4047.0,71.74,19790000
2103,cameroon,2008,6.945,0.12,0.37,5557.0,5019.0,260.7,937.0,719.0,4267.0,76.79,19253000
2104,cameroon,2007,6.588,0.11,0.36,5126.0,4636.0,247.5,922.0,719.0,3885.0,75.79,18730000
2105,cameroon,2006,5.592,0.1,0.31,5033.0,4404.0,241.7,925.0,719.0,4496.0,89.34,18224000
2106,cameroon,2005,5.541,0.1,0.32,3952.0,3254.0,183.5,1014.0,805.0,3734.0,94.48,17733000
2107,cameroon,2004,5.696,0.11,0.34,4060.0,3270.0,189.4,1080.0,805.0,3881.0,95.6,17259000
2108,cameroon,2003,5.794,0.12,0.35,3640.0,2763.0,164.4,1075.0,805.0,3493.0,95.97,16801000
2109,cameroon,2002,5.68,0.12,0.35,3261.0,2498.0,152.7,1065.0,805.0,3150.0,96.6,16358000
2110,cameroon,2001,5.76,0.13,0.37,3502.0,2593.0,162.8,870.0,800.0,3439.0,98.2,15929000
2111,cameroon,2000,5.788,0.14,0.38,3444.0,2683.0,172.9,796.0,725.0,3408.0,98.96,15514000
2112,cameroon,1999,5.395,0.13,0.36,3340.0,2645.0,175.3,819.0,725.0,3301.0,98.83,15091000
2113,cameroon,1998,5.601,0.14,0.39,3134.0,2505.0,170.6,817.0,723.0,3085.0,98.44,14680000
2114,cameroon,1997,5.382,0.14,0.38,3095.0,2483.0,173.9,817.0,723.0,3061.0,98.9,14280000
2115,cameroon,1996,5.345,0.15,0.39,2928.0,2341.0,168.5,820.0,723.0,2839.0,96.96,13892000
2116,cameroon,1995,5.212,0.15,0.39,2811.0,2203.0,163.0,820.0,723.0,2725.0,96.94,13513000
2117,cameroon,1994,5.205,0.16,0.4,2738.0,2231.0,169.7,627.0,530.0,2661.0,97.19,13145000
2118,cameroon,1993,4.816,0.15,0.38,2699.0,2324.0,182.1,627.0,530.0,2626.0,97.3,12764000
2119,cameroon,1992,4.413,0.12,0.36,2695.0,2318.0,187.1,627.0,530.0,2624.0,97.37,12391000
2120,cameroon,1991,4.587,0.13,0.38,2710.0,2334.0,194.1,627.0,530.0,2642.0,97.49,12025000
2121,cameroon,1990,4.811,0.13,0.41,2675.0,2323.0,199.1,627.0,530.0,2609.0,97.53,11665000
2133,mali,2019,3.857,0.08,0.2,3317.0,2621.0,133.3,803.0,243.0,1045.0,31.5,19658023
2134,mali,2018,3.822,0.09,0.2,3538.0,2847.0,149.3,803.0,243.0,1455.0,41.13,19077755
2135,mali,2017,3.64,0.09,0.2,3294.0,2507.0,139.5,803.0,243.0,1569.0,47.63,17965000
2136,mali,2016,3.11,0.08,0.17,2770.0,1945.0,111.5,732.0,242.0,1563.0,56.43,17439000
2137,mali,2015,3.113,0.08,0.18,2318.0,1861.0,109.9,645.0,241.0,1204.0,51.94,16934000
2138,mali,2014,2.841,0.08,0.17,2350.0,1756.0,106.8,644.0,240.0,1460.0,62.12,16450000
2139,mali,2013,2.647,0.08,0.16,2277.0,1861.0,116.5,595.0,232.0,1192.0,52.33,15979000
2140,mali,2012,2.337,0.07,0.15,2251.0,1540.0,99.3,528.0,205.0,1317.0,58.53,15515000
2141,mali,2011,2.199,0.07,0.14,1891.0,1197.0,79.6,490.0,199.0,1213.0,64.16,15049000
2142,mali,2010,2.136,0.07,0.14,1709.0,1044.0,71.6,416.0,191.0,1159.0,67.82,14581000
2143,mali,2009,2.159,0.07,0.15,1123.0,888.0,62.9,384.0,191.0,672.0,59.84,14114000
2144,mali,2008,1.738,0.06,0.12,1000.0,782.0,57.3,405.0,189.0,572.0,57.2,13651000
2145,mali,2007,1.46,0.05,0.11,823.0,601.0,45.5,404.0,188.0,471.0,57.23,13203000
2146,mali,2006,1.248,0.05,0.09,837.0,638.0,49.9,348.0,188.0,479.0,57.23,12776000
2147,mali,2005,1.064,0.04,0.08,782.0,593.0,47.9,348.0,188.0,447.0,57.16,12369000
2148,mali,2004,1.05,0.04,0.08,450.0,270.0,22.5,281.0,156.0,248.0,55.11,11983000
2149,mali,2003,1.017,0.04,0.08,434.0,267.0,23.0,280.0,155.0,234.0,53.92,11617000
2150,mali,2002,0.987,0.05,0.08,404.0,246.0,21.8,280.0,150.0,236.0,58.42,11272000
2151,mali,2001,0.973,0.05,0.09,402.0,268.0,24.5,250.0,114.0,234.0,58.21,10946000
2152,mali,2000,0.949,0.05,0.09,399.0,277.0,26.0,190.0,90.0,233.0,58.4,10643000
2153,mali,1999,0.537,0.03,0.05,392.0,365.0,35.2,114.0,50.0,230.0,58.67,10361000
2154,mali,1998,0.517,0.03,0.05,387.0,360.0,35.7,114.0,50.0,230.0,59.43,10094000
2155,mali,1997,0.504,0.03,0.05,379.0,352.0,35.8,114.0,50.0,227.0,59.89,9838000
2156,mali,1996,0.479,0.03,0.05,326.0,303.0,31.6,114.0,50.0,210.0,64.42,9586000
2157,mali,1995,0.446,0.03,0.05,305.0,284.0,30.4,114.0,50.0,223.0,73.11,9335000
2158,mali,1994,0.433,0.03,0.05,275.0,256.0,28.1,114.0,50.0,220.0,80.0,9087000
2159,mali,1993,0.428,0.03,0.05,292.0,272.0,30.7,102.0,50.0,218.0,74.66,8850000
2160,mali,1992,0.436,0.03,0.05,271.0,252.0,29.2,87.0,45.0,208.0,76.75,8636000
2161,mali,1991,0.458,0.03,0.05,250.0,233.0,27.5,87.0,45.0,182.0,72.8,8450000
