,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
657,belgium,2019,99.349,0.17,8.59,88754.0,83309.0,7230.2,23425.0,9707.0,20624.0,23.24,11522440
658,belgium,2018,100.781,0.17,8.76,70080.0,83626.0,7300.0,22334.0,8438.0,18517.0,26.42,11455519
659,belgium,2017,100.028,0.17,8.75,81171.0,83342.0,7311.6,21868.0,7618.0,17260.0,21.26,11398589
660,belgium,2016,101.795,0.18,8.96,80231.0,82533.0,7270.6,21311.0,6925.0,15703.0,19.57,11351727
661,belgium,2015,102.764,0.18,9.1,65043.0,82226.0,7269.5,20970.0,6548.0,15815.0,24.31,11311117
662,belgium,2014,97.87,0.18,8.72,67770.0,81588.0,7260.5,20619.0,6180.0,13550.0,19.99,11237274
663,belgium,2013,104.467,0.19,9.37,77734.0,83367.0,7456.2,20952.0,5969.0,12863.0,16.55,11180840
664,belgium,2012,103.14,0.19,9.31,77379.0,83184.0,7468.5,20838.0,5364.0,11751.0,15.19,11137974
665,belgium,2011,104.915,0.2,9.53,84313.0,82696.0,7466.3,20687.0,4430.0,9468.0,11.23,11075889
666,belgium,2010,115.511,0.22,10.56,88651.0,84919.0,7719.5,18689.0,3175.0,7839.0,8.84,11000638
667,belgium,2009,107.365,0.21,9.89,84849.0,78949.0,7283.2,17777.0,2223.0,6749.0,7.95,10839905
668,belgium,2008,115.563,0.22,10.72,78762.0,85097.0,7913.7,16758.0,1397.0,5478.0,6.96,10753080
669,belgium,2007,113.837,0.22,10.64,82412.0,85127.0,7980.6,16380.0,1188.0,4523.0,5.49,10666866
670,belgium,2006,117.652,0.24,11.08,79319.0,85297.0,8058.7,16260.0,1082.0,3828.0,4.83,10584534
671,belgium,2005,119.344,0.25,11.32,80616.0,82764.0,7873.8,16096.0,963.0,2763.0,3.43,10511382
672,belgium,2004,123.442,0.26,11.78,79500.0,83231.0,7967.9,15648.0,629.0,2404.0,3.02,10445852
673,belgium,2003,124.358,0.27,11.94,78761.0,81414.0,7830.9,15615.0,579.0,1956.0,2.48,10396421
674,belgium,2002,119.432,0.26,11.52,76282.0,80098.0,7734.6,15552.0,495.0,2075.0,2.72,10355844
675,belgium,2001,126.83,0.28,12.29,74068.0,79288.0,7690.6,15533.0,467.0,2057.0,2.78,10309725
676,belgium,2000,125.737,0.29,12.23,77994.0,78531.0,7651.5,15685.0,420.0,1807.0,2.32,10263414
677,belgium,1999,123.812,0.29,12.07,78572.0,75298.0,7354.0,15253.0,103.0,1552.0,1.98,10239085
678,belgium,1998,128.119,0.31,12.51,77337.0,74893.0,7332.6,15103.0,97.0,1400.0,1.81,10213752
679,belgium,1997,124.692,0.31,12.2,73427.0,73006.0,7162.9,14417.0,96.0,1209.0,1.65,10192264
680,belgium,1996,127.724,0.33,12.51,70833.0,71190.0,6999.8,14573.0,96.0,1294.0,1.83,10170226
681,belgium,1995,122.906,0.32,12.07,69309.0,69710.0,6872.7,14613.0,96.0,1386.0,2.0,10143047
682,belgium,1994,121.65,0.33,11.98,67275.0,67735.0,6686.2,14631.0,95.0,1234.0,1.83,10130574
683,belgium,1993,116.534,0.32,11.52,66105.0,64663.0,6401.9,13785.0,95.0,1134.0,1.72,10100631
684,belgium,1992,118.45,0.32,11.75,67377.0,63968.0,6353.4,13785.0,94.0,1216.0,1.8,10068319
685,belgium,1991,120.541,0.33,12.01,67170.0,61818.0,6168.2,13863.0,94.0,1041.0,1.55,10021997
686,belgium,1990,116.633,0.33,11.66,66360.0,59032.0,5910.9,13937.0,94.0,993.0,1.5,9986975
698,norway,2019,43.325,0.13,8.02,131785.0,123572.0,23021.9,36724.0,34378.0,129663.0,98.39,5367580
699,norway,2018,44.392,0.13,8.29,144776.0,125622.0,23576.8,35416.0,33070.0,142455.0,98.4,5328212
700,norway,2017,43.731,0.13,8.24,147212.0,122894.0,23206.7,34273.0,31806.0,144960.0,98.47,5295619
701,norway,2016,44.461,0.13,8.46,147132.0,121551.0,23116.0,33835.0,31363.0,144785.0,98.4,5258317
702,norway,2015,44.961,0.14,8.65,141794.0,119680.0,22968.0,33852.0,31039.0,139651.0,98.49,5210721
703,norway,2014,44.515,0.14,8.66,139867.0,116677.0,22583.4,33710.0,30979.0,137529.0,98.33,5166493
704,norway,2013,44.75,0.14,8.81,132271.0,119205.0,23337.0,33497.0,30729.0,130032.0,98.31,5107970
705,norway,2012,44.97,0.14,8.97,145377.0,118404.0,23440.4,32870.0,30091.0,143177.0,98.49,5051275
706,norway,2011,45.431,0.15,9.18,124929.0,114556.0,22976.2,32092.0,29358.0,121502.0,97.26,4985870
707,norway,2010,46.501,0.16,9.52,122150.0,120145.0,24418.2,31697.0,28987.0,117598.0,96.27,4920305
708,norway,2009,44.694,0.15,9.26,129068.0,112507.0,23158.2,31264.0,28789.0,125309.0,97.09,4858199
709,norway,2008,46.227,0.15,9.69,139220.0,115653.0,24098.1,30565.0,28630.0,139051.0,99.88,4799252
710,norway,2007,45.849,0.15,9.71,134101.0,113955.0,24055.5,30001.0,28147.0,133684.0,99.69,4737171
711,norway,2006,44.89,0.15,9.61,119724.0,110464.0,23597.7,29308.0,27835.0,119280.0,99.63,4681134
712,norway,2005,44.218,0.15,9.55,135393.0,113351.0,24428.0,29122.0,27632.0,135222.0,99.87,4640219
713,norway,2004,45.946,0.16,9.99,108664.0,109154.0,23696.3,28477.0,27034.0,108404.0,99.76,4606363
714,norway,2003,45.516,0.17,9.96,105253.0,103759.0,22667.5,28369.0,27217.0,105080.0,99.84,4577457
715,norway,2002,42.641,0.16,9.38,128568.0,109594.0,24074.6,28282.0,26857.0,128479.0,99.93,4552252
716,norway,2001,43.337,0.17,9.58,119708.0,115491.0,25528.2,27966.0,26404.0,119627.0,99.93,4524066
717,norway,2000,42.889,0.17,9.53,140809.0,112976.0,25086.7,28415.0,26846.0,140727.0,99.94,4503436
718,norway,1999,47.798,0.19,10.68,120870.0,110449.0,24662.1,28332.0,27540.0,120574.0,99.76,4478497
719,norway,1998,46.23,0.19,10.39,114879.0,110537.0,24865.9,27782.0,26982.0,114863.0,99.99,4445329
720,norway,1997,44.536,0.19,10.08,108625.0,104129.0,23571.4,28138.0,27327.0,108964.0,100.31,4417599
721,norway,1996,42.165,0.19,9.6,103516.0,103945.0,23663.1,28305.0,27494.0,103173.0,99.67,4392714
722,norway,1995,41.783,0.19,9.57,120603.0,104516.0,23916.9,28190.0,27379.0,120648.0,100.04,4369957
723,norway,1994,41.57,0.2,9.57,110608.0,102558.0,23585.2,27500.0,26215.0,110713.0,100.09,4348410
724,norway,1993,39.566,0.2,9.17,118335.0,101586.0,23489.1,27268.0,25983.0,118313.0,99.98,4324815
725,norway,1992,37.471,0.2,8.73,115777.0,100219.0,23311.2,27213.0,25963.0,115764.0,99.99,4299167
726,norway,1991,34.807,0.19,8.15,109258.0,99716.0,23332.8,27073.0,25823.0,109269.0,100.01,4273634
727,norway,1990,37.444,0.21,8.82,120284.0,97448.0,22929.9,27067.0,25817.0,120175.0,99.91,4249830
739,Switzerland,2019,39.737,0.07,4.62,67880.0,57471.0,6677.9,21876.0,7309.0,43116.0,63.52,8606033
740,Switzerland,2018,38.916,0.06,4.55,63719.0,57904.0,6776.8,21861.0,6923.0,39786.0,62.44,8544527
741,Switzerland,2017,40.144,0.07,4.74,57762.0,58754.0,6925.2,21376.0,6545.0,38676.0,66.96,8484130
742,Switzerland,2016,40.908,0.07,4.87,59001.0,58468.0,6944.4,20547.0,6251.0,38716.0,65.62,8419550
743,Switzerland,2015,40.308,0.07,4.84,64034.0,58459.0,7020.3,19313.0,5901.0,41926.0,65.47,8327126
744,Switzerland,2014,41.197,0.07,5.01,67891.0,57726.0,7007.5,18887.0,5495.0,41607.0,61.29,8237666
745,Switzerland,2013,44.7,0.08,5.5,66532.0,59459.0,7304.9,18663.0,5143.0,41536.0,62.43,8139631
746,Switzerland,2012,43.667,0.08,5.44,65990.0,59209.0,7365.2,18289.0,4799.0,41347.0,62.66,8039060
747,Switzerland,2011,42.372,0.08,5.34,60759.0,58859.0,7399.3,16923.0,4502.0,34837.0,57.34,7954662
748,Switzerland,2010,46.487,0.09,5.94,63903.0,60051.0,7630.3,17783.0,4367.0,38260.0,59.87,7870134
749,Switzerland,2009,44.797,0.09,5.79,64104.0,57762.0,7418.9,17481.0,4217.0,37812.0,58.99,7785806
750,Switzerland,2008,46.185,0.09,6.04,64411.0,58997.0,7660.1,17317.0,4136.0,38118.0,59.18,7701856
751,Switzerland,2007,44.804,0.09,5.93,63978.0,57695.0,7598.0,17264.0,4117.0,37244.0,58.21,7593494
752,Switzerland,2006,46.752,0.1,6.25,59524.0,58034.0,7728.8,17141.0,4103.0,33021.0,55.48,7508739
753,Switzerland,2005,47.19,0.1,6.37,55407.0,57527.0,7712.2,17115.0,4064.0,33050.0,59.65,7459128
754,Switzerland,2004,46.572,0.1,6.34,61396.0,56446.0,7612.3,17064.0,4020.0,35421.0,57.69,7415102
755,Switzerland,2003,46.035,0.11,6.31,62759.0,55458.0,7530.8,17063.0,4022.0,36393.0,57.99,7364148
756,Switzerland,2002,44.731,0.1,6.18,62978.0,54084.0,7394.7,16986.0,3995.0,36764.0,58.38,7313853
757,Switzerland,2001,46.365,0.11,6.44,68657.0,54312.0,7485.5,16972.0,3981.0,42742.0,62.25,7255653
758,Switzerland,2000,44.93,0.11,6.27,63791.0,52633.0,7306.0,16915.0,3962.0,38226.0,59.92,7204055
759,Switzerland,1999,45.745,0.11,6.41,66493.0,52280.0,7297.2,16535.0,3614.0,41245.0,62.03,7164444
760,Switzerland,1998,45.48,0.11,6.39,59882.0,49622.0,6965.9,15535.0,3584.0,34648.0,57.86,7123537
761,Switzerland,1997,44.018,0.11,6.21,59780.0,48925.0,6894.2,15450.0,3553.0,35096.0,58.71,7096465
762,Switzerland,1996,45.297,0.12,6.41,53878.0,48918.0,6908.0,15429.0,3550.0,29639.0,55.01,7081346
763,Switzerland,1995,44.752,0.12,6.38,59932.0,49073.0,6948.5,15383.0,3541.0,35912.0,59.92,7062354
764,Switzerland,1994,43.954,0.12,6.31,63546.0,48229.0,6871.2,15335.0,3526.0,39732.0,62.52,7019019
765,Switzerland,1993,44.896,0.12,6.51,58854.0,47782.0,6856.8,15169.0,3509.0,36337.0,61.74,6968570
766,Switzerland,1992,47.225,0.13,6.93,56439.0,48240.0,6983.3,15121.0,3504.0,33299.0,59.0,6907959
767,Switzerland,1991,47.285,0.13,7.01,54464.0,47940.0,7005.9,15025.0,3484.0,32587.0,59.83,6842768
768,Switzerland,1990,44.964,0.12,6.74,52801.0,46815.0,6928.2,15015.0,3474.0,30302.0,57.39,6757188
780,japan,2019,1139.491,0.22,8.98,984243.0,940149.0,7450.3,322606.0,92832.0,222934.0,22.65,126190000
781,japan,2018,1174.956,0.23,9.24,980122.0,935112.0,7392.5,319055.0,86174.0,211674.0,21.6,126495000
782,japan,2017,1221.501,0.24,9.58,986495.0,945853.0,7462.6,300898.0,74248.0,205289.0,20.81,126746000
783,japan,2016,1235.5,0.24,9.67,992775.0,947175.0,7460.4,295548.0,67937.0,188087.0,18.95,126960000
784,japan,2015,1245.434,0.25,9.73,995915.0,955328.0,7523.6,280351.0,57251.0,183879.0,18.46,126978000
785,japan,2014,1286.278,0.26,10.04,1016681.0,973347.0,7656.9,271388.0,47375.0,166979.0,16.42,127120000
786,japan,2013,1326.707,0.27,10.34,1044638.0,997120.0,7830.8,303312.0,39843.0,152526.0,14.6,127333000
787,japan,2012,1315.118,0.27,10.24,1033605.0,990361.0,7764.4,294673.0,34111.0,140833.0,13.63,127552000
788,japan,2011,1274.242,0.27,9.92,1103759.0,1056925.0,8268.2,289541.0,33033.0,146373.0,13.26,127831000
789,japan,2010,1221.472,0.25,9.5,1108763.0,1061614.0,8320.3,286883.0,31643.0,142835.0,12.88,127594000
790,japan,2009,1160.273,0.25,9.02,999830.0,949304.0,7442.5,283649.0,29633.0,122693.0,12.27,127551000
791,japan,2008,1223.125,0.25,9.51,1027955.0,976643.0,7648.4,280885.0,28794.0,121826.0,11.85,127692000
792,japan,2007,1292.048,0.26,10.05,1099392.0,1048403.0,8206.2,278203.0,28347.0,125314.0,11.4,127757000
793,japan,2006,1251.085,0.26,9.74,1058707.0,1008482.0,7894.4,277728.0,28644.0,137271.0,12.97,127746000
794,japan,2005,1272.653,0.27,9.92,1040466.0,990036.0,7749.7,275916.0,27397.0,124980.0,12.01,127752000
795,japan,2004,1267.203,0.27,9.88,1030555.0,981693.0,7685.5,273841.0,26458.0,137527.0,13.34,127734000
796,japan,2003,1274.739,0.28,9.95,1002948.0,953162.0,7467.9,269049.0,25729.0,137844.0,13.74,127634000
797,japan,2002,1266.301,0.28,9.9,1010326.0,960718.0,7541.0,266145.0,24509.0,122745.0,12.15,127400000
798,japan,2001,1228.927,0.27,9.62,991749.0,946399.0,7444.2,261536.0,24032.0,122917.0,12.39,127132000
799,japan,2000,1241.46,0.27,9.73,1009278.0,962329.0,7587.5,258355.0,24156.0,125397.0,12.42,126831000
800,japan,1999,1220.978,0.28,9.59,1017133.0,969703.0,7660.4,250975.0,21555.0,124891.0,12.28,126587000
801,japan,1998,1182.235,0.27,9.3,1010826.0,962863.0,7620.7,247681.0,21477.0,129728.0,12.83,126349000
802,japan,1997,1230.718,0.28,9.7,1008119.0,960577.0,7623.0,240046.0,21277.0,130473.0,12.94,126011000
803,japan,1996,1244.817,0.28,9.83,978534.0,934035.0,7430.0,233864.0,21222.0,120250.0,12.29,125711000
804,japan,1995,1231.815,0.29,9.75,958896.0,913359.0,7281.5,224747.0,21171.0,120079.0,12.52,125436000
805,japan,1994,1219.935,0.29,9.68,932497.0,888032.0,7097.7,219607.0,21067.0,101741.0,10.91,125116000
806,japan,1993,1170.57,0.28,9.31,876224.0,833581.0,6680.9,212095.0,21020.0,127531.0,14.55,124770000
807,japan,1992,1181.359,0.29,9.43,868557.0,825673.0,6639.0,204507.0,20999.0,114622.0,13.2,124367000
808,japan,1991,1173.267,0.29,9.39,860606.0,817869.0,6599.6,198288.0,20911.0,129341.0,15.03,123928000
809,japan,1990,1162.693,0.29,9.34,832872.0,792108.0,6417.1,193681.0,20825.0,120198.0,14.43,123438000
821,australia,2019,413.766,0.33,16.49,249996.0,237388.0,9288.2,75540.0,27174.0,51591.0,20.64,25558000
822,australia,2018,407.956,0.33,16.47,247674.0,234258.0,9306.7,69275.0,21084.0,44442.0,17.94,25171000
823,australia,2017,407.754,0.34,16.68,244543.0,231322.0,9337.7,66761.0,18696.0,40207.0,16.44,24773000
824,australia,2016,405.26,0.35,16.8,242911.0,226538.0,9288.2,67265.0,17542.0,37151.0,15.29,24390000
825,australia,2015,397.482,0.35,16.7,238137.0,225128.0,9386.2,68435.0,16668.0,33423.0,14.04,23985000
826,australia,2014,390.762,0.35,16.65,234635.0,223486.0,9453.7,68060.0,15570.0,36112.0,15.39,23640000
827,australia,2013,398.937,0.37,17.23,236117.0,222688.0,9558.3,66232.0,14268.0,32705.0,13.85,23298000
828,australia,2012,405.76,0.38,17.78,237283.0,222722.0,9714.0,65009.0,12849.0,26318.0,11.09,22928000
829,australia,2011,406.242,0.4,18.07,239981.0,223437.0,9920.8,62916.0,11088.0,26273.0,10.95,22522000
830,australia,2010,408.462,0.41,18.47,238725.0,222360.0,10028.9,60109.0,8753.0,21720.0,9.1,22172000
831,australia,2009,413.038,0.43,19.0,234698.0,220032.0,10062.8,56708.0,8292.0,18465.0,7.87,21866000
832,australia,2008,406.813,0.43,19.06,229450.0,214639.0,9994.4,54067.0,7973.0,19606.0,8.54,21476000
833,australia,2007,403.034,0.44,19.24,229391.0,214773.0,10219.5,53142.0,7824.0,20866.0,9.1,21016000
834,australia,2006,392.485,0.44,19.08,219830.0,204131.0,9895.8,50389.0,7366.0,21481.0,9.77,20628000
835,australia,2005,386.367,0.45,19.09,215489.0,200137.0,9853.2,49878.0,7210.0,19950.0,9.26,20312000
836,australia,2004,382.519,0.46,19.18,222987.0,205162.0,10234.6,51173.0,8902.0,18520.0,8.31,20046000
837,australia,2003,368.79,0.46,18.72,213541.0,200582.0,10116.6,50990.0,8643.0,18509.0,8.67,19827000
838,australia,2002,369.723,0.47,18.98,214623.0,199561.0,10179.1,49728.0,8492.0,17712.0,8.25,19605000
839,australia,2001,361.359,0.48,18.75,211522.0,193371.0,9974.8,47003.0,8391.0,18001.0,8.51,19386000
840,australia,2000,354.764,0.48,18.61,197950.0,182970.0,9559.0,46204.0,8191.0,17422.0,8.8,19141000
841,australia,1999,349.02,0.49,18.5,191630.0,176177.0,9312.2,45539.0,7704.0,17701.0,9.24,18919000
842,australia,1998,343.73,0.51,18.42,185410.0,172088.0,9199.6,44335.0,7704.0,16702.0,9.01,18706000
843,australia,1997,322.794,0.5,17.48,173354.0,161721.0,8737.0,43148.0,7704.0,17733.0,10.23,18510000
844,australia,1996,313.745,0.51,17.17,168068.0,156546.0,8540.4,42472.0,7665.0,16575.0,9.86,18330000
845,australia,1995,303.21,0.51,16.77,163841.0,152334.0,8407.0,41789.0,7624.0,16469.0,10.05,18120000
846,australia,1994,293.114,0.51,16.39,158368.0,147502.0,8243.6,41141.0,7610.0,16879.0,10.66,17893000
847,australia,1993,287.664,0.52,16.26,154646.0,143988.0,8126.2,39518.0,7527.0,17164.0,11.1,17719000
848,australia,1992,283.563,0.53,16.22,150759.0,140133.0,7981.6,38394.0,7527.0,15874.0,10.53,17557000
849,australia,1991,280.2,0.53,16.22,148367.0,137996.0,7940.4,37684.0,7382.0,16433.0,11.08,17379000
850,australia,1990,278.198,0.52,16.32,146187.0,135404.0,7886.1,38119.0,7381.0,14756.0,10.09,17170000
862,canada,2019,595.39,0.32,15.97,633604.0,552792.0,14704.5,146881.0,101505.0,425950.0,67.23,38005238
863,canada,2018,591.071,0.33,15.99,637238.0,554930.0,14971.8,145512.0,100136.0,429731.0,67.44,37593384
864,canada,2017,584.798,0.33,15.97,645440.0,547886.0,14992.0,144651.0,99175.0,437411.0,67.77,37065178
865,canada,2016,585.508,0.34,16.13,646048.0,549710.0,15223.4,142963.0,97362.0,426463.0,66.01,36545295
866,canada,2015,595.405,0.35,16.56,639674.0,544229.0,15243.3,140324.0,95493.0,417608.0,65.28,36109487
867,canada,2014,593.706,0.35,16.67,636468.0,559838.0,15797.9,132190.0,88900.0,414456.0,65.12,35702908
868,canada,2013,586.737,0.36,16.64,640444.0,563538.0,16063.0,129112.0,85918.0,419909.0,65.57,35437435
869,canada,2012,577.349,0.36,16.54,615846.0,542858.0,15637.9,129587.0,84005.0,401245.0,65.15,35082954
870,canada,2011,579.711,0.37,16.78,615192.0,551990.0,16074.6,129232.0,82837.0,394559.0,64.14,34714222
871,canada,2010,566.976,0.37,16.59,585822.0,534218.0,15710.0,128645.0,80833.0,369044.0,63.0,34339328
872,canada,2009,550.437,0.37,16.29,596988.0,537044.0,15969.7,128011.0,79605.0,381483.0,63.9,34004889
873,canada,2008,583.863,0.38,17.48,614730.0,559070.0,16815.6,126466.0,78285.0,384724.0,62.58,33628895
874,canada,2007,604.426,0.4,18.3,612876.0,560760.0,17050.1,125325.0,76752.0,375420.0,61.26,33247118
875,canada,2006,572.026,0.41,17.52,592531.0,550194.0,16892.1,124148.0,75824.0,360554.0,60.85,32889025
876,canada,2005,579.495,0.43,17.95,606362.0,560379.0,17379.5,122450.0,74235.0,369095.0,60.87,32571174
877,canada,2004,567.758,0.44,17.77,582310.0,534064.0,16720.5,119738.0,73168.0,347245.0,59.63,32243753
878,canada,2003,574.958,0.46,18.18,572288.0,528233.0,16693.0,118958.0,72623.0,344012.0,60.11,31940655
879,canada,2002,555.389,0.46,17.73,583843.0,513185.0,16364.3,114382.0,70990.0,356560.0,61.07,31644028
880,canada,2001,548.612,0.47,17.68,572265.0,505604.0,16298.8,111940.0,68716.0,338986.0,59.24,31360079
881,canada,2000,557.751,0.49,18.15,588327.0,505226.0,16464.5,110707.0,68694.0,363462.0,61.78,31020902
882,canada,1999,535.952,0.49,17.6,563107.0,490034.0,16118.9,109007.0,66944.0,350611.0,62.26,30685730
883,canada,1998,525.848,0.5,17.42,546056.0,479436.0,15899.0,108035.0,66778.0,336004.0,61.53,30401286
884,canada,1997,519.026,0.51,17.36,557962.0,482487.0,16133.5,110484.0,66646.0,354192.0,63.48,30155173
885,canada,1996,502.078,0.51,16.95,557591.0,473653.0,15996.3,114343.0,65481.0,358051.0,64.21,29905948
886,canada,1995,488.793,0.5,16.67,544484.0,466699.0,15927.0,112916.0,64573.0,338321.0,62.14,29610218
887,canada,1994,475.403,0.5,16.38,540122.0,459642.0,15849.4,112081.0,62941.0,332298.0,61.52,29302311
888,canada,1993,458.127,0.5,15.96,518405.0,455061.0,15864.2,107838.0,61230.0,325277.0,62.75,29000663
889,canada,1992,458.992,0.52,16.17,505847.0,444725.0,15675.2,108265.0,61485.0,317771.0,62.82,28684764
890,canada,1991,446.473,0.51,15.92,494452.0,439871.0,15688.7,104852.0,60052.0,309299.0,62.55,28371264
891,canada,1990,453.596,0.51,16.38,468889.0,433828.0,15666.7,103652.0,59195.0,297854.0,63.52,28037420
903,south-korea,2019,663.005,0.3,12.91,558982.0,539982.0,10442.7,124871.0,16866.0,30528.0,5.46,51709000
904,south-korea,2018,683.098,0.32,13.35,552800.0,534617.0,10359.4,120873.0,13591.0,25677.0,4.64,51607000
905,south-korea,2017,671.379,0.32,13.17,530550.0,511760.0,9963.8,117259.0,11935.0,20907.0,3.94,51362000
906,south-korea,2016,660.61,0.32,13.01,527175.0,508700.0,9932.1,111160.0,9818.0,17523.0,3.32,51218000
907,south-korea,2015,643.238,0.32,12.71,517744.0,499765.0,9796.4,103205.0,7591.0,12077.0,2.33,51015000
908,south-korea,2014,624.612,0.32,12.4,514218.0,495948.0,9773.0,99815.0,6000.0,10003.0,1.95,50747000
909,south-korea,2013,629.941,0.34,12.56,506707.0,488396.0,9684.8,91481.0,4501.0,9796.0,1.93,50429000
910,south-korea,2012,632.744,0.35,12.67,500485.0,483193.0,9625.4,87847.0,3577.0,7936.0,1.59,50200000
911,south-korea,2011,629.56,0.36,12.66,490446.0,473016.0,9472.3,84683.0,3176.0,8253.0,1.68,49937000
912,south-korea,2010,598.902,0.35,12.09,468452.0,450418.0,9089.4,85681.0,2895.0,6524.0,1.39,49554000
913,south-korea,2009,552.484,0.35,11.19,426002.0,409232.0,8299.5,80599.0,2653.0,4748.0,1.11,49308000
914,south-korea,2008,544.394,0.34,11.06,419006.0,402900.0,8213.2,79791.0,2406.0,4364.0,1.04,49055000
915,south-korea,2007,534.168,0.35,10.89,402366.0,387021.0,7949.7,73109.0,2007.0,4622.0,1.15,48684000
916,south-korea,2006,523.001,0.36,10.7,379072.0,364485.0,7524.8,69820.0,1940.0,4057.0,1.07,48438000
917,south-korea,2005,516.456,0.37,10.6,363922.0,350194.0,7267.7,66172.0,1784.0,4075.0,1.12,48185000
918,south-korea,2004,516.738,0.39,10.65,345720.0,332926.0,6924.0,63666.0,1706.0,4712.0,1.36,48083000
919,south-korea,2003,497.133,0.4,10.3,323924.0,312892.0,6533.3,60854.0,1682.0,5133.0,1.58,47892000
920,south-korea,2002,493.262,0.4,10.28,310304.0,296400.0,6221.0,58171.0,1682.0,3454.0,1.11,47645000
921,south-korea,2001,497.638,0.44,10.43,291345.0,279255.0,5895.2,56987.0,1698.0,4238.0,1.45,47370000
922,south-korea,2000,483.984,0.45,10.21,271993.0,259542.0,5521.2,52967.0,1619.0,4085.0,1.5,47008000
923,south-korea,1999,425.503,0.43,9.05,222087.0,212019.0,4548.1,50812.0,1548.0,4225.0,1.9,46617000
924,south-korea,1998,390.523,0.44,8.38,225012.0,212458.0,4590.0,48264.0,1531.0,4301.0,1.91,46287000
925,south-korea,1997,454.574,0.49,9.84,229221.0,218276.0,4749.9,44744.0,1515.0,2868.0,1.25,45954000
926,south-korea,1996,431.397,0.49,9.43,210455.0,199951.0,4392.1,38369.0,1494.0,2806.0,1.33,45525000
927,south-korea,1995,405.073,0.5,8.94,188888.0,180038.0,3992.6,32533.0,1493.0,2984.0,1.58,45093000
928,south-korea,1994,372.673,0.5,8.31,170768.0,163296.0,3657.9,29222.0,1493.0,2326.0,1.36,44642000
929,south-korea,1993,345.665,0.51,7.8,134257.0,126065.0,2852.5,26258.0,1504.0,4188.0,3.12,44195000
930,south-korea,1992,315.404,0.49,7.19,121515.0,118985.0,2719.8,22725.0,1498.0,3068.0,2.52,43748000
931,south-korea,1991,296.321,0.49,6.83,110207.0,107473.0,2482.3,19715.0,1445.0,3452.0,3.13,43296000
932,south-korea,1990,271.081,0.5,6.32,98125.0,94492.0,2204.2,19625.0,1340.0,4638.0,4.73,42869000
944,new-zealand,2019,37.312,0.17,7.79,43426.0,41170.0,8257.1,9265.0,7274.0,35809.0,82.46,4986000
945,new-zealand,2018,35.645,0.17,7.5,43240.0,40279.0,8216.8,9340.0,7247.0,36354.0,84.08,4902000
946,new-zealand,2017,36.606,0.18,7.78,43001.0,40054.0,8318.6,9306.0,7216.0,35205.0,81.87,4815000
947,new-zealand,2016,35.231,0.18,7.56,42587.0,39632.0,8401.9,9290.0,7199.0,36163.0,84.92,4717000
948,new-zealand,2015,35.752,0.19,7.75,43014.0,40112.0,8695.3,9448.0,7187.0,34782.0,80.86,4613000
949,new-zealand,2014,35.939,0.2,7.87,42343.0,39499.0,8738.7,9788.0,7149.0,33853.0,79.95,4520000
950,new-zealand,2013,35.026,0.2,7.75,41995.0,39100.0,8792.3,9583.0,6946.0,31553.0,75.14,4447000
951,new-zealand,2012,35.251,0.21,7.89,42940.0,39944.0,9055.5,9745.0,6858.0,31247.0,72.77,4411000
952,new-zealand,2011,33.309,0.2,7.54,43188.0,40188.0,9162.8,9588.0,6768.0,33256.0,77.0,4386000
953,new-zealand,2010,34.022,0.21,7.79,43557.0,40456.0,9293.8,9489.0,6669.0,32305.0,74.17,4353000
954,new-zealand,2009,34.129,0.21,7.89,42478.0,39486.0,9172.1,9340.0,6526.0,30974.0,72.92,4305000
955,new-zealand,2008,36.846,0.23,8.61,42677.0,39547.0,9279.0,9342.0,6395.0,27998.0,65.6,4262000
956,new-zealand,2007,35.9,0.22,8.48,42615.0,39586.0,9367.2,9409.0,6250.0,28510.0,66.9,4226000
957,new-zealand,2006,36.937,0.23,8.82,42442.0,39432.0,9422.3,8858.0,6075.0,27955.0,65.87,4185000
958,new-zealand,2005,36.984,0.24,8.94,41818.0,38840.0,9390.7,8845.0,6073.0,27449.0,65.64,4136000
959,new-zealand,2004,36.212,0.24,8.87,41525.0,38531.0,9423.0,8832.0,6000.0,30364.0,73.12,4089000
960,new-zealand,2003,36.58,0.26,9.09,39715.0,36822.0,9141.6,8539.0,5905.0,26766.0,67.39,4028000
961,new-zealand,2002,35.792,0.26,9.03,39681.0,36668.0,9280.7,8512.0,5868.0,28118.0,70.86,3951000
962,new-zealand,2001,35.594,0.27,9.11,38493.0,35465.0,9123.9,8487.0,5798.0,24984.0,64.91,3887000
963,new-zealand,2000,33.599,0.27,8.71,38336.0,35291.0,9142.7,8388.0,5732.0,27885.0,72.74,3860000
964,new-zealand,1999,32.399,0.26,8.49,36225.0,33054.0,8614.5,8452.0,5390.0,26661.0,73.6,3837000
965,new-zealand,1998,30.685,0.26,8.11,37587.0,35079.0,9192.6,7616.0,5159.0,27365.0,72.8,3816000
966,new-zealand,1997,31.065,0.27,8.28,36648.0,33537.0,8865.2,7390.0,5158.0,26413.0,72.07,3783000
967,new-zealand,1996,28.578,0.25,7.69,36635.0,32719.0,8762.4,7292.0,5120.0,28434.0,77.62,3734000
