CO2_TotalMt,countries,Year,CO2_Kg1k,CO2_Tons_per_capita,Generation_GWh,consumption_GWh,consumption_per_capita_kW,installed_capacity_MW,Renewable_installed_capacity_MW,Renewable_generation_GWh,Renewable_percentage,Population
458.961,43,2018,0.63,8,234682,205807,3552.1,58112,7843,11213,4.78,57939000
460.869,43,2017,0.64,8.13,235720,207189,3628.7,53862,6484,9391,3.98,57098000
456.817,43,2016,0.64,8.16,234015,205589,3654.8,50140,4574,7255,3.1,56252000
456.85,43,2015,0.64,8.26,230418,209508,3781.3,47183,3342,5620,2.44,55407000
481.196,43,2014,0.68,8.82,235484,211885,3882.5,46079,2639,3336,1.42,54574000
469.341,43,2013,0.68,8.73,237485,211496,3934.7,46245,1426,1527,0.64,53751000
457.844,43,2012,0.68,8.64,239862,212612,4016.9,46374,928,1611,0.67,52930000
441.797,43,2011,0.67,8.45,243453,218381,4189.3,46339,923,2437,1,52129000
460.435,43,2010,0.72,8.93,241984,215041,4189.5,46305,919,2480,1.02,51329000
455.155,43,2009,0.74,8.93,230641,204604,4048,44316,935,1718,0.74,50545000
485.794,43,2008,0.77,9.64,239686,213625,4290.1,44332,933,1510,0.63,49795000
457.817,43,2007,0.75,9.18,245562,220397,4489.7,42970,927,1163,0.47,49089000
439.026,43,2006,0.76,8.89,235447,209594,4326.3,42749,922,3170,1.35,48446000
434.64,43,2005,0.79,8.9,227928,203683,4255.8,42140,920,1617,0.71,47860000
424.039,43,2004,0.82,8.79,227528,198996,4206.2,42019,799,1236,0.54,47310000
393.089,43,2003,0.79,8.25,217206,194678,4159.3,42018,798,1063,0.49,46806000
369.767,43,2002,0.77,7.86,203238,190341,4106.2,42016,796,2637,1.3,46355000
356.386,43,2001,0.76,7.68,196289,180766,3953.4,42052,792,2368,1.21,45724000
346.603,43,2000,0.76,7.58,195829,180103,4011.2,46253,798,1650,0.84,44900000
339.948,43,1999,0.78,7.54,188490,173851,3930.6,41215,668,923,0.49,44230000
356.717,43,1998,0.84,8.04,191041,172043,3947.8,39447,668,1826,0.96,43580000
350.497,43,1997,0.83,8.03,195063,172357,4015.8,39132,668,2238,1.15,42920000
335.545,43,1996,0.81,7.82,186188,165373,3917.9,36573,610,1379,0.74,42210000
324.266,43,1995,0.82,7.7,176051,161668,3902.2,37760,610,529,0.3,41430000
307.72,43,1994,0.8,7.47,170705,154100,3799.3,35936,610,1074,0.63,40560000
300.826,43,1993,0.81,7.46,163268,148020,3736,37646,550,146,0.09,39620000
299.006,43,1992,0.81,7.6,157079,143580,3714.9,36856,550,752,0.48,38650000
305.547,43,1991,0.81,7.95,158861,146260,3880.6,36238,550,1980,1.25,37690000
313.668,43,1990,0.83,8.35,156007,144692,3932.9,33853,550,1010,0.65,36790000
19.04,44,2019,0.08,0.36,10706,8243,173.2,3046,2182,9472,88.47,47600000
18.544,44,2018,0.09,0.36,11577,9267,199.3,2796,2030,10124,87.45,46500000
19.282,44,2017,0.09,0.39,10598,8501,187.3,2401,1635,8216,77.52,45400000
19.569,44,2016,0.1,0.4,9120,7317,165.2,2399,1613,7738,84.85,44300000
17.559,44,2015,0.1,0.37,9771,8151,188.2,2419,1600,8444,86.42,43300000
15.458,44,2014,0.09,0.34,9158,7573,178.6,2220,1486,7544,82.38,42400000
14.426,44,2013,0.09,0.32,8703,7155,172.8,1858,1143,6141,70.56,41400000
12.631,44,2012,0.08,0.29,8027,6531,161.7,1733,1097,6091,75.88,40400000
13.507,44,2011,0.09,0.32,7589,6255,158.4,1679,1071,5174,68.18,39500000
13.209,44,2010,0.09,0.32,7242,6062,157,1528,1033,5092,70.31,38600000
12.184,44,2009,0.09,0.3,6581,5524,146.5,1368,944,3734,56.74,37700000
10.46,44,2008,0.08,0.27,6417,5363,146.1,1338,914,4137,64.46,36700000
9.874,44,2007,0.08,0.26,6530,5448,152.6,1271,847,4800,73.51,35700000
9.84,44,2006,0.08,0.27,6324,5161,148.7,1434,847,4574,72.32,34700000
8.872,44,2005,0.08,0.25,5862,4751,140.6,1410,835,4316,73.62,33800000
7.966,44,2004,0.08,0.23,5453,4569,138.9,1349,832,4191,76.85,32900000
7.012,44,2003,0.07,0.21,5098,4228,132.1,1237,807,4330,84.94,32000000
7.838,44,2002,0.08,0.24,4752,3937,126.6,1181,764,3790,79.76,31100000
8.04,44,2001,0.08,0.25,4593,3848,127,1271,862,3175,69.13,30300000
8.621,44,2000,0.09,0.27,4054,3397,115.1,1079,750,2057,50.75,29500000
7.806,44,1999,0.09,0.26,4314,3455,120.4,972,675,2916,67.59,28700000
7.599,44,1998,0.09,0.26,4535,3736,134.4,822,600,3753,82.76,27800000
7.052,44,1997,0.08,0.24,4414,3610,133.7,817,603,3714,84.14,27000000
7.307,44,1996,0.09,0.26,4218,3604,137,764,604,3835,90.92,26300000
6.674,44,1995,0.08,0.24,4035,3455,135.5,764,604,3643,90.29,25500000
6.179,44,1994,0.08,0.23,3616,3311,133.5,763,604,3420,94.58,24800000
6.201,44,1993,0.08,0.24,3578,3285,136.3,760,604,3455,96.55,24100000
6.308,44,1992,0.08,0.25,3392,2994,128,760,604,3254,95.93,23400000
6.226,44,1991,0.08,0.26,3395,2998,132.1,760,604,3246,95.61,22700000
6.476,44,1990,0.09,0.28,3256,2880,130.9,784,604,3039,93.33,22000000
6.204,45,2019,0.06,0.14,5559,4207,95,1080,881,5497,98.88,44269587
5.982,45,2018,0.07,0.14,4364,3186,74.6,1045,847,4179,95.76,42729032
5.75,45,2017,0.07,0.13,4018,2714,65.9,1006,828,3972,98.85,41166588
5.57,45,2016,0.07,0.13,3884,2860,78.2,961,795,3816,98.26,36561000
5.187,45,2015,0.07,0.13,3009,2341,66,959,793,2935,97.53,35492000
5.029,45,2014,0.07,0.13,3129,2360,68.5,936,780,3042,97.24,34477000
4.353,45,2013,0.06,0.12,2784,2010,60,908,772,2780,99.86,33510000
4.156,45,2012,0.06,0.11,2117,1357,41.7,895,759,1844,87.08,32548000
4.278,45,2011,0.06,0.12,2739,2029,64.3,685,499,1772,64.69,31537000
4.172,45,2010,0.07,0.12,2846,2106,69,651,464,1803,63.37,30521000
3.646,45,2009,0.06,0.11,2399,1527,51.7,627,463,1572,65.53,29549000
3.466,45,2008,0.06,0.11,2314,1501,52.5,569,357,1758,75.97,28578000
3.26,45,2007,0.07,0.11,1964,1319,47.8,454,338,1456,74.13,27606000
2.756,45,2006,0.06,0.09,1571,1033,38.7,432,321,1218,77.52,26678000
2.396,45,2005,0.06,0.08,1953,1191,46.2,372,319,1890,96.77,25795000
1.99,45,2004,0.05,0.07,1937,871,34.9,322,318,1935,99.9,24956000
1.875,45,2003,0.05,0.07,1800,1091,45.2,322,318,1795,99.72,24116000
1.759,45,2002,0.05,0.07,1712,868,37.3,321,317,1705,99.59,23277000
1.711,45,2001,0.05,0.07,1583,880,39.1,321,317,1577,99.62,22526000
1.622,45,2000,0.05,0.07,1587,962,44.1,296,292,1581,99.62,21820000
1.275,45,1999,0.04,0.05,1264,997,47.2,280,276,1258,99.53,21113000
1.219,45,1998,0.05,0.05,1266,998,48.8,265,261,1255,99.13,20450000
1.037,45,1997,0.04,0.05,1251,1048,52.9,265,261,1240,99.12,19832000
0.967,45,1996,0.04,0.05,1118,924,48.1,190,186,1107,99.05,19214000
0.89,45,1995,0.04,0.04,1045,857,46.1,193,186,1035,99.05,18595000
0.856,45,1994,0.04,0.04,1007,822,45.6,162,155,997,99.06,18021000
0.83,45,1993,0.04,0.04,967,785,45,162,155,958,99.05,17447000
0.816,45,1992,0.05,0.04,982,802,47.5,162,155,973,99.05,16873000
0.867,45,1991,0.05,0.05,775,609,37.3,162,155,768,99.06,16343000
0.674,45,1990,0.04,0.04,766,602,38.2,162,155,761,99.35,15782000
176.625,32,2019,0.36,4.14,76685,66646,1534.8,21208,728,837,1.09,43424000
170.925,32,2018,0.35,4.07,72109,62114,1458.8,21208,728,782,1.08,42578000
162.097,32,2017,0.33,3.92,71495,60283,1444.9,19602,710,635,0.89,41721000
159.231,32,2016,0.33,3.92,66755,55823,1367,19078,529,332,0.5,40836000
161.479,32,2015,0.35,4.05,64682,53455,1337.6,17119,359,221,0.34,39963000
152.187,32,2014,0.34,3.89,60401,49207,1258,15879,311,252,0.42,39114000
141.534,32,2013,0.33,3.69,56314,45202,1180.3,15025,310,327,0.58,38297000
137.221,32,2012,0.33,3.65,53985,42868,1143.3,13023,302,616,1.14,37495000
122.858,32,2011,0.3,3.34,48176,38135,1038.6,11447,302,497,1.03,36717000
116.53,32,2010,0.3,3.23,42999,33841,940.6,11327,277,172,0.4,35978000
114.276,32,2009,0.3,3.22,36206,28315,802.9,11327,277,303,0.84,35268000
110.872,32,2008,0.3,3.18,37836,30500,881.7,8134,282,280,0.74,34591000
106.03,32,2007,0.29,3.09,34976,28335,836.9,8134,282,224,0.64,33858000
103.429,32,2006,0.29,3.06,33124,26911,806.9,7899,282,216,0.65,33351000
98.609,32,2005,0.28,2.96,31907,27516,837.5,7499,282,549,1.72,32855000
92.742,32,2004,0.28,2.82,29387,24425,754.7,7251,280,248,0.84,32366000
93.085,32,2003,0.3,2.87,27810,23612,740.5,6845,280,262,0.94,31885000
86.644,32,2002,0.29,2.71,25992,21624,688.3,6835,280,56,0.22,31414000
82.135,32,2001,0.29,2.6,25031,20648,667,6400,280,68,0.27,30954000
83.735,32,2000,0.31,2.69,23890,19716,646.3,6398,274,53,0.22,30506000
81.046,32,1999,0.31,2.63,23282,18492,617.1,6044,274,201,0.86,29965000
77.815,32,1998,0.31,2.57,21448,16905,572.9,6044,274,213,0.99,29507000
77.663,32,1997,0.32,2.6,19739,15365,529,6040,275,74,0.37,29045000
79.214,32,1996,0.33,2.69,19124,15172,531.1,6039,275,134,0.7,28566000
80.322,32,1995,0.35,2.78,18090,14474,515.8,6007,275,191,1.06,28060000
77.736,32,1994,0.35,2.74,18703,14365,522.4,6007,275,164,0.88,27496000
80.272,32,1993,0.36,2.89,18267,14039,522,5814,275,349,1.91,26894000
80.017,32,1992,0.35,2.94,17199,14035,534.2,5369,286,197,1.15,26271000
72.117,32,1991,0.32,2.72,16319,13034,508.3,5369,286,290,1.78,25643000
68.004,32,1990,0.3,2.62,15145,12734,508.9,4657,286,134,0.88,25022000
24.458,46,2019,0.12,0.77,13556,11815,371.3,5566,3499,9248,68.22,31825299
26.454,46,2018,0.12,0.86,11686,10239,332.3,5214,3147,8865,75.86,30809787
28.249,46,2017,0.13,0.95,10676,9469,333.7,4551,2484,7794,73,28377000
33.072,46,2016,0.15,1.15,10204,9037,328.6,2618,1334,5930,58.12,27503000
32.607,46,2015,0.15,1.17,9309,8231,308.5,2108,1017,5097,54.75,26681000
30.42,46,2014,0.14,1.13,9217,8149,314.6,1786,1016,5044,54.73,25901000
27.832,46,2013,0.13,1.07,7976,7050,280.4,1718,948,4734,59.35,25147000
24.199,46,2012,0.12,0.96,6034,5335,218.5,1656,886,3748,62.11,24414000
24.843,46,2011,0.13,1.03,5523,4886,206.2,1583,813,3978,72.02,23703000
23.837,46,2010,0.13,1.02,5317,4690,203.8,1469,812,3676,69.13,23013000
21.322,46,2009,0.12,0.95,4606,4132,184.9,1462,805,3063,66.51,22342000
19.501,46,2008,0.11,0.9,4064,3648,168.2,1462,805,3103,76.36,21692000
17.247,46,2007,0.11,0.82,3149,2718,129.1,1446,789,2472,78.51,21060000
16.735,46,2006,0.12,0.83,3241,2851,139.4,843,498,2638,81.41,20446000
15.976,46,2005,0.13,0.82,2730,2068,104.2,831,498,2197,80.48,19851000
17.816,46,2004,0.17,0.94,2186,1596,82.8,831,498,1733,79.27,19273000
17.45,46,2003,0.18,0.96,1938,1650,88.2,665,430,1229,63.42,18711000
16.037,46,2002,0.17,0.91,1717,1459,80.3,665,430,1132,65.94,18166000
16.294,46,2001,0.2,0.96,1591,1353,76.7,635,400,1007,63.3,17637000
16.615,46,2000,0.21,1.01,1404,1193,69.7,586,290,903,64.32,17124000
18.134,46,1999,0.24,1.14,1300,1106,66.5,586,290,885,68.08,16625000
17.138,46,1998,0.23,1.11,1520,1328,82.3,596,300,1049,69.01,16141000
16.501,46,1997,0.23,1.09,1331,1216,77.6,596,300,866,65.06,15671000
15.773,46,1996,0.24,1.07,1377,1085,71.3,596,300,916,66.52,15214000
13.04,46,1995,0.23,0.91,1347,1074,72.7,708,412,891,66.15,14771000
11.568,46,1994,0.23,0.84,1342,1071,74.7,617,412,886,66.02,14341000
12.214,46,1993,0.25,0.91,1332,1062,76.3,617,412,881,66.14,13923000
12.196,46,1992,0.19,0.94,1283,1013,74.9,617,412,832,64.85,13518000
11.851,46,1991,0.17,0.94,1166,899,68.5,617,412,715,61.32,13124000
11.298,46,1990,0.16,0.93,1169,958,75.2,617,412,718,61.42,12742000
11.221,47,2019,0.29,0.36,17987,12724,419,2734,2269,14307,79.54,30366043
10.707,47,2018,0.28,0.35,16835,14333,485.9,2694,2229,13902,82.58,29496009
9.727,47,2017,0.26,0.33,16814,14136,493.4,2642,2229,14060,83.62,28649007
10.502,47,2016,0.3,0.36,18543,14268,512.7,2626,2214,15586,84.05,27829930
7.845,47,2015,0.23,0.28,19707,16097,595.3,2621,2211,17167,87.11,27042000
6.288,47,2014,0.2,0.23,17572,12414,472.3,2567,2208,16077,91.49,26286000
4.449,47,2013,0.15,0.17,14782,11432,447.3,2565,2206,14454,97.78,25561000
4.156,47,2012,0.15,0.16,15074,11395,458.3,2452,2203,15054,99.87,24863000
4.165,47,2011,0.16,0.17,16729,11107,459.2,2444,2195,16710,99.89,24188000
3.67,47,2010,0.15,0.15,16553,10554,448.5,2442,2193,16535,99.89,23532000
3.452,47,2009,0.15,0.15,16837,9563,417.7,2442,2193,16825,99.93,22895000
3.181,47,2008,0.15,0.14,15024,9344,419.5,2442,2193,15012,99.92,22277000
3.275,47,2007,0.16,0.15,15955,10080,465.1,2513,2264,15943,99.92,21673000
2.863,47,2006,0.16,0.13,14630,9569,453.9,2383,2179,14611,99.87,21080000
2.701,47,2005,0.16,0.13,13196,9154,446.7,2383,2179,13176,99.85,20494000
2.814,47,2004,0.18,0.14,11632,8856,444.8,2354,2150,11589,99.63,19911000
2.559,47,2003,0.17,0.13,10835,8185,423.4,2354,2150,10800,99.68,19331000
2.02,47,2002,0.15,0.11,12615,5799,309,2354,2150,12579,99.72,18764000
1.929,47,2001,0.15,0.1,11778,7016,385.1,2402,2198,11737,99.65,18222000
1.602,47,2000,0.14,0.09,9604,4157,234.7,2397,2194,9563,99.57,17712000
1.319,47,1999,0.12,0.08,7629,1967,114.1,2382,2180,7606,99.7,17244000
1.324,47,1998,0.13,0.08,1512,785,46.7,2309,2109,1487,98.35,16814000
1.368,47,1997,0.15,0.08,993,881,53.7,2309,2109,967,97.38,16397000
1.241,47,1996,0.15,0.08,470,777,48.7,2308,2109,445,94.68,15960000
1.283,47,1995,0.18,0.08,402,807,52.1,2209,2109,375,93.28,15483000
1.17,47,1994,0.16,0.08,389,896,59.9,2358,2078,362,93.06,14948000
1.374,47,1993,0.21,0.09,386,1080,75.2,2358,2078,341,88.34,14371000
1.184,47,1992,0.2,0.08,408,672,48.7,2358,2078,322,78.92,13806000
0.996,47,1991,0.16,0.07,459,812,60.9,2358,2078,320,69.72,13328000
1.183,47,1990,0.19,0.09,441,694,53.4,2358,2078,281,63.72,12987000
17.736,48,2019,0.11,0.59,16885,13108,430.9,5132,1656,7508,44.47,30417858
17.559,48,2018,0.11,0.6,14314,11310,382.7,5132,1656,6007,41.97,29555000
16.182,48,2017,0.11,0.56,12776,10908,376.9,4638,1632,5605,43.87,28940000
15.114,48,2016,0.11,0.54,11394,10090,356.2,4029,1627,5551,48.72,28324000
15.938,48,2015,0.12,0.58,11178,8405,303.4,3886,1623,5809,51.97,27707000
15.223,48,2014,0.12,0.56,12633,9249,341.4,3051,1593,8326,65.91,27092000
15.624,48,2013,0.13,0.59,12527,9271,350.1,3048,1590,8170,65.22,26479000
14.744,48,2012,0.13,0.57,11722,8632,333.7,2945,1215,8006,68.3,25867000
12.317,48,2011,0.12,0.49,10922,7669,303.6,2810,1190,7501,68.68,25261000
11.388,48,2010,0.12,0.46,9923,6690,271.3,2608,1188,6942,69.96,24659000
10.095,48,2009,0.12,0.42,8780,6109,260.9,2437,1187,6824,77.72,23417000
8.665,48,2008,0.11,0.37,8149,5982,261.2,2223,1187,6149,75.45,22901000
9.267,48,2007,0.12,0.41,6756,5319,237.6,1939,1184,3700,54.77,22388000
8.776,48,2006,0.12,0.4,8214,6346,290.1,1734,1184,5573,67.84,21876000
7.241,48,2005,0.11,0.34,6676,5184,242.6,1754,1204,5587,83.68,21367000
6.85,48,2004,0.11,0.33,5878,4490,215.3,1754,1204,5242,89.17,20859000
7.327,48,2003,0.12,0.36,5726,4476,219.7,1766,1186,3860,67.41,20371000
7.796,48,2002,0.14,0.39,7107,5973,300.4,1578,1188,5000,70.35,19883000
6.616,48,2001,0.12,0.34,7733,6470,333.6,1303,1078,6557,84.79,19397000
6.125,48,2000,0.12,0.32,7134,5979,316.2,1170,1078,6558,91.92,18912000
6.896,48,1999,0.14,0.37,5828,5683,323.8,1164,1072,5117,87.8,17550000
6.321,48,1998,0.13,0.35,4725,5097,297.7,1164,1072,3792,80.25,17121000
4.668,48,1997,0.1,0.27,6816,6262,374.9,1187,1072,6782,99.5,16703000
4.438,48,1996,0.1,0.26,6585,6113,375.1,1187,1072,6559,99.61,16297000
4.092,48,1995,0.1,0.24,6054,5625,353.7,1187,1072,6036,99.7,15902000
3.81,48,1994,0.09,0.23,6059,5593,360.4,1187,1072,6033,99.57,15520000
3.581,48,1993,0.09,0.23,6249,5830,384.8,1187,1072,6228,99.66,15150000
3.471,48,1992,0.09,0.22,6575,6077,410.9,1187,1072,6536,99.41,14791000
2.948,48,1991,0.08,0.2,6116,5710,395.4,1187,1072,6075,99.33,14443000
3.177,48,1990,0.09,0.22,5707,5336,378.3,1187,1072,5664,99.25,14106000
4.687,49,2019,0.11,0.17,1851,1720,63.8,694,198,765,41.3,26969306
4.86,49,2018,0.12,0.19,2272,2142,81.6,693,197,1003,44.14,26262313
4.616,49,2017,0.11,0.18,2217,2089,81.7,673,177,830,37.45,25570511
4.791,49,2016,0.12,0.19,2024,1872,75.2,541,175,921,45.48,24894370
4.414,49,2015,0.12,0.18,2052,1909,78.8,552,173,958,46.69,24234080
4.241,49,2014,0.12,0.18,1970,1832,77.7,550,171,908,46.08,23589897
4.345,49,2013,0.12,0.19,1856,1726,75.2,548,169,827,44.58,22961259
3.878,49,2012,0.11,0.17,1701,1582,70.8,546,167,768,45.14,22346641
3.102,49,2011,0.09,0.14,1348,1254,57.7,479,134,702,52.03,21743970
2.574,49,2010,0.08,0.12,1329,1236,58.5,479,134,719,54.12,21152000
2.109,49,2009,0.06,0.1,1235,1149,55.8,431,149,734,59.43,20569000
2.44,49,2008,0.07,0.12,1232,1146,57.3,431,149,692,56.17,19996000
2.268,49,2007,0.07,0.12,1184,1101,56.7,348,105,712,60.14,19434000
2.199,49,2006,0.07,0.12,1134,1055,55.9,339,104,631,55.64,18880000
2.234,49,2005,0.08,0.12,1111,1033,56.4,303,106,641,57.7,18337000
2.222,49,2004,0.08,0.12,1100,1023,57.5,272,105,634,57.64,17803000
2.03,49,2003,0.08,0.12,990,921,53.3,247,105,604,61.01,17279000
1.52,49,2002,0.06,0.09,866,805,48,228,106,535,61.78,16765000
2.037,49,2001,0.08,0.13,886,824,50.7,226,104,528,59.59,16261000
2.064,49,2000,0.08,0.13,780,725,46,227,105,540,69.23,15767000
1.222,49,1999,0.05,0.08,777,723,47.3,227,105,515,66.28,15283000
1.196,49,1998,0.05,0.08,750,698,47.1,227,105,500,66.67,14809000
1.211,49,1997,0.05,0.08,695,646,45.1,227,105,450,64.75,14348000
1.126,49,1996,0.05,0.08,664,618,44.4,227,105,421,63.4,13903000
1.091,49,1995,0.05,0.08,609,566,42,228,106,369,60.59,13475000
1.023,49,1994,0.05,0.08,584,543,41.6,220,106,347,59.42,13067000
0.946,49,1993,0.05,0.07,581,540,42.6,220,106,344,59.21,12675000
0.933,49,1992,0.05,0.08,580,539,43.9,220,106,342,58.97,12301000
0.941,49,1991,0.05,0.08,568,528,44.2,220,106,332,58.45,11943000
0.757,49,1990,0.04,0.07,574,534,46,220,106,338,58.89,11599000
9.836,50,2019,0.1,0.39,8395,6550,253.1,1724,806,5400,64.33,25876000
10.354,50,2018,0.11,0.42,8321,6535,259.2,1682,764,5032,60.47,25216000
9.966,50,2017,0.11,0.41,7871,6099,248.3,2037,772,5093,64.71,24566000
9.905,50,2016,0.12,0.42,6959,5282,220.7,1941,741,4378,62.92,23927000
9.195,50,2015,0.11,0.4,7727,6082,261,1906,739,4360,56.43,23298000
8.741,50,2014,0.11,0.39,6734,5349,235.8,1836,727,4408,65.46,22682000
8.016,50,2013,0.11,0.37,6225,5100,231,1619,725,4402,70.72,22077000
7.313,50,2012,0.11,0.35,5376,4899,228,1344,724,4281,79.65,21485000
7.259,50,2011,0.11,0.35,5792,4701,224.9,1289,721,4417,76.26,20906000
7.69,50,2010,0.12,0.39,5763,5183,254.8,1008,720,4277,74.23,20341000
7.544,50,2009,0.12,0.39,5641,5101,257.8,1023,720,4047,71.74,19790000
6.945,50,2008,0.12,0.37,5557,5019,260.7,937,719,4267,76.79,19253000
6.588,50,2007,0.11,0.36,5126,4636,247.5,922,719,3885,75.79,18730000
5.592,50,2006,0.1,0.31,5033,4404,241.7,925,719,4496,89.34,18224000
5.541,50,2005,0.1,0.32,3952,3254,183.5,1014,805,3734,94.48,17733000
5.696,50,2004,0.11,0.34,4060,3270,189.4,1080,805,3881,95.6,17259000
5.794,50,2003,0.12,0.35,3640,2763,164.4,1075,805,3493,95.97,16801000
5.68,50,2002,0.12,0.35,3261,2498,152.7,1065,805,3150,96.6,16358000
5.76,50,2001,0.13,0.37,3502,2593,162.8,870,800,3439,98.2,15929000
5.788,50,2000,0.14,0.38,3444,2683,172.9,796,725,3408,98.96,15514000
5.395,50,1999,0.13,0.36,3340,2645,175.3,819,725,3301,98.83,15091000
5.601,50,1998,0.14,0.39,3134,2505,170.6,817,723,3085,98.44,14680000
5.382,50,1997,0.14,0.38,3095,2483,173.9,817,723,3061,98.9,14280000
5.345,50,1996,0.15,0.39,2928,2341,168.5,820,723,2839,96.96,13892000
5.212,50,1995,0.15,0.39,2811,2203,163,820,723,2725,96.94,13513000
5.205,50,1994,0.16,0.4,2738,2231,169.7,627,530,2661,97.19,13145000
4.816,50,1993,0.15,0.38,2699,2324,182.1,627,530,2626,97.3,12764000
4.413,50,1992,0.12,0.36,2695,2318,187.1,627,530,2624,97.37,12391000
4.587,50,1991,0.13,0.38,2710,2334,194.1,627,530,2642,97.49,12025000
4.811,50,1990,0.13,0.41,2675,2323,199.1,627,530,2609,97.53,11665000
3.857,51,2019,0.08,0.2,3317,2621,133.3,803,243,1045,31.5,19658023
3.822,51,2018,0.09,0.2,3538,2847,149.3,803,243,1455,41.13,19077755
3.64,51,2017,0.09,0.2,3294,2507,139.5,803,243,1569,47.63,17965000
3.11,51,2016,0.08,0.17,2770,1945,111.5,732,242,1563,56.43,17439000
3.113,51,2015,0.08,0.18,2318,1861,109.9,645,241,1204,51.94,16934000
2.841,51,2014,0.08,0.17,2350,1756,106.8,644,240,1460,62.12,16450000
2.647,51,2013,0.08,0.16,2277,1861,116.5,595,232,1192,52.33,15979000
2.337,51,2012,0.07,0.15,2251,1540,99.3,528,205,1317,58.53,15515000
2.199,51,2011,0.07,0.14,1891,1197,79.6,490,199,1213,64.16,15049000
2.136,51,2010,0.07,0.14,1709,1044,71.6,416,191,1159,67.82,14581000
2.159,51,2009,0.07,0.15,1123,888,62.9,384,191,672,59.84,14114000
1.738,51,2008,0.06,0.12,1000,782,57.3,405,189,572,57.2,13651000
1.46,51,2007,0.05,0.11,823,601,45.5,404,188,471,57.23,13203000
1.248,51,2006,0.05,0.09,837,638,49.9,348,188,479,57.23,12776000
1.064,51,2005,0.04,0.08,782,593,47.9,348,188,447,57.16,12369000
1.05,51,2004,0.04,0.08,450,270,22.5,281,156,248,55.11,11983000
1.017,51,2003,0.04,0.08,434,267,23,280,155,234,53.92,11617000
0.987,51,2002,0.05,0.08,404,246,21.8,280,150,236,58.42,11272000
0.973,51,2001,0.05,0.09,402,268,24.5,250,114,234,58.21,10946000
0.949,51,2000,0.05,0.09,399,277,26,190,90,233,58.4,10643000
0.537,51,1999,0.03,0.05,392,365,35.2,114,50,230,58.67,10361000
0.517,51,1998,0.03,0.05,387,360,35.7,114,50,230,59.43,10094000
0.504,51,1997,0.03,0.05,379,352,35.8,114,50,227,59.89,9838000
0.479,51,1996,0.03,0.05,326,303,31.6,114,50,210,64.42,9586000
0.446,51,1995,0.03,0.05,305,284,30.4,114,50,223,73.11,9335000
0.433,51,1994,0.03,0.05,275,256,28.1,114,50,220,80,9087000
0.428,51,1993,0.03,0.05,292,272,30.7,102,50,218,74.66,8850000
0.436,51,1992,0.03,0.05,271,252,29.2,87,45,208,76.75,8636000
0.458,51,1991,0.03,0.05,250,233,27.5,87,45,182,72.8,8450000
0.383,51,1990,0.03,0.05,241,224,27,87,45,181,75.1,8297000
1.518,52,2019,0.05,0.08,1577,1117,60,616,405,1400,88.75,18628749
1.565,52,2018,0.06,0.08,1625,1165,64.2,616,405,1453,89.42,18143215
1.481,52,2017,0.06,0.08,2084,1938,109.7,612,401,1912,91.75,17670193
1.585,52,2016,0.06,0.09,2193,2039,109.5,585,374,2021,92.16,18632000
1.433,52,2015,0.06,0.08,2204,2049,113.2,585,374,2032,92.19,18111000
1.429,52,2014,0.06,0.08,2204,2049,116.4,582,370,2034,92.29,17604000
1.551,52,2013,0.07,0.09,2094,1948,113.8,369,367,1924,91.88,17111000
1.342,52,2012,0.06,0.08,2086,1940,116.6,317,315,1916,91.85,16632000
1.428,52,2011,0.07,0.09,2009,1868,115.6,316,314,1839,91.54,16166000
2.138,52,2010,0.11,0.14,1951,1814,115.5,300,299,1781,91.29,15714000
1.917,52,2009,0.1,0.13,1714,1594,104.4,299,298,1534,89.5,15274000
2.014,52,2008,0.12,0.14,1730,1609,108.4,299,298,1570,90.75,14846000
1.846,52,2007,0.12,0.13,1585,1474,102.1,314,298,1412,89.09,14439000
1.876,52,2006,0.13,0.14,1554,1445,102.9,314,298,1383,89,14043000
1.76,52,2005,0.13,0.13,1520,1414,103.5,314,298,1350,88.82,13654000
1.729,52,2004,0.13,0.14,1489,1385,103.5,311,295,1296,87.04,13385000
1.708,52,2003,0.14,0.14,1351,1256,95.9,311,295,1176,87.05,13098000
1.586,52,2002,0.13,0.13,1332,1239,96.7,315,295,1139,85.51,12813000
1.583,52,2001,0.13,0.14,1269,1180,95.6,315,295,1084,85.42,12343000
1.651,52,2000,0.13,0.15,1241,1154,95.6,254,233,1060,85.41,12070000
1.17,52,1999,0.1,0.11,1157,1076,91.4,242,221,962,83.15,11774000
1.063,52,1998,0.09,0.1,1184,1101,96.1,242,221,995,84.04,11458000
1.107,52,1997,0.1,0.11,1045,972,87.2,246,221,866,82.87,11148000
1.076,52,1996,0.1,0.11,1017,946,87,244,219,846,83.19,10876000
1.004,52,1995,0.1,0.1,1018,947,88.8,189,164,832,81.73,10666000
0.958,52,1994,0.11,0.1,1000,930,88.3,185,146,811,81.1,10533000
0.997,52,1993,0.1,0.1,953,886,84.7,185,146,771,80.9,10461000
0.992,52,1992,0.11,0.1,783,728,70,185,146,768,98.08,10400000
0.943,52,1991,0.1,0.1,757,704,68.5,185,146,743,98.15,10275000
0.734,52,1990,0.08,0.08,710,660,65.8,185,146,697,98.17,10039000
8.115,53,2019,0.13,0.45,15999,13410,731.9,3032,2539,13866,86.67,18321000
