CO2_TotalMt,countries,Year,CO2_Kg1k,CO2_Tons_per_capita,Generation_GWh,consumption_GWh,consumption_per_capita_kW,installed_capacity_MW,Renewable_installed_capacity_MW,Renewable_generation_GWh,Renewable_percentage,Population
72.452,74,2011,0.13,1.56,59919,50954,1143.7,15098,9940,50437,84.18,44553000
66.82,74,2010,0.13,1.46,58034,48109,1091.3,14870,9494,42461,73.17,44086000
65.239,74,2009,0.13,1.44,55854,46391,1063.8,14049,9131,41246,73.85,43609000
62.009,74,2008,0.12,1.38,54958,42764,991.4,14009,9111,46537,84.68,43134000
61.48,74,2007,0.13,1.39,54197,42212,989.5,13707,9103,44590,82.27,42659000
59.764,74,2006,0.13,1.36,52736,40489,960.1,13672,9058,42915,81.38,42170000
60.917,74,2005,0.14,1.41,49347,37786,906.8,13637,9032,39964,80.99,41672000
58.669,74,2004,0.14,1.37,48778,37440,909.5,13465,9007,40202,82.42,41166000
58.538,74,2003,0.15,1.39,45594,35416,871,13261,8913,36314,79.65,40661000
59.013,74,2002,0.16,1.42,44073,34726,864.8,13865,9157,34125,77.43,40156000
61.385,74,2001,0.17,1.5,42461,33877,854.3,13543,8801,31982,75.32,39656000
61.707,74,2000,0.17,1.53,42177,32586,832.3,12795,8145,32255,76.48,39152000
59.26,74,1999,0.17,1.49,43159,32625,845.8,13224,8574,33861,78.46,38573000
67.547,74,1998,0.19,1.72,44712,34123,895.9,12818,8202,31006,69.35,38088000
66.273,74,1997,0.18,1.71,44920,34837,928.9,14614,8140,31852,70.91,37505000
61.055,74,1996,0.17,1.6,43709,34127,921.9,13514,8055,35632,81.52,37019000
61.829,74,1995,0.18,1.65,42702,33461,918.6,12647,7876,32315,75.68,36426000
59.064,74,1994,0.18,1.6,40864,32026,894.2,12658,7902,32416,79.33,35817000
59.493,74,1993,0.19,1.64,37584,29652,842.8,12185,7695,28113,74.8,35181000
56.23,74,1992,0.19,1.58,32771,26624,771.2,11024,6794,22557,68.83,34522000
54.209,74,1991,0.19,1.55,36374,28782,850.4,9599,6707,27479,75.55,33845000
52.525,74,1990,0.19,1.53,35651,28171,849.7,8849,6608,27522,77.2,33156000
